specialty,product-cat,caption,vendor,order_date,expiry_date,quantity,unit_cost,total_cost,shelf_life_days,days_to_expiry,product_order_count,avg_reorder_gap_days,risk_score,risk_tier
Anesthesia Equipment,Oxygen Cylinder & Regulators,Oxygen Cylinder 10.2 Ltrs.,Stryker,2022-04-11,2025-04-11,29,843.7,24467.3,1096,-474,33,30.87878787878788,100.0,Critical
Surgery,Instrument Kit,Hysterectomy Instrument Kit,Johnson & Johnson,2022-04-27,2026-04-27,36,1094.8,39412.8,1461,-93,15,71.26666666666667,100.0,Critical
Sterilizers,Instrument Sterilizer,"Instrument Sterilizer (Electric) SS 304 Grade (Size 17"" x 8"" x 6"")",Olympus,2022-06-07,2025-06-07,26,919.9,23917.4,1096,-417,9,111.0,100.0,Critical
Anesthesia Equipment,Laryngoscope,IndoSurgicals Disposable Macintosh Type Fiber Optic Laryngoscope (Pack of 1 Blade & 1 Handle),Ben Franklin Opticians,2022-08-12,2025-08-12,9,70.0,630.0,1096,-351,29,36.0,100.0,Critical
Surgery,Forceps,Artery Forceps (Curved),Integra,2022-07-06,2026-07-06,37,33.9,1254.3,1461,-23,17,53.05882352941177,100.0,Critical
Anesthesia Equipment,Anaesthesia Face Masks,"Face Mask, Size 1",Thyrocare Technologies Limited,2022-11-24,2025-11-24,12,19.6,235.2,1096,-247,19,56.1578947368421,100.0,Critical
Radiology Aid,X-Ray View Box,LED X-Ray View Box Single Film with Dimmer & Sensor (General Quality),KLS Martin India,2022-04-21,2026-04-21,41,174.9,7170.9,1461,-99,10,88.7,100.0,Critical
General,Cylinder,Oxygen Cylinder 2.0 Ltrs.,Romsons Group Of Industries,2022-10-06,2025-10-06,44,649.0,28556.0,1096,-296,44,22.704545454545453,100.0,Critical
Surgery,Retractor,Jolls Retractor,Max Healthcare Institute Limited,2022-06-25,2026-06-25,47,332.9,15646.3,1461,-34,15,67.86666666666666,100.0,Critical
Anesthesia Equipment,CPR Mask,Pocket CPR Mask,KLS Martin India,2022-07-04,2025-07-04,6,31.5,189.0,1096,-390,36,29.194444444444443,100.0,Critical
Surgery,Forceps,Cervical Punch Biopsy Forceps,Abbott,2022-06-21,2026-06-21,24,103.9,2493.6,1461,-38,12,75.58333333333333,100.0,Critical
Anesthesia Equipment,Oxygen Mask,Oxygen Mask for Child,Dolphin Surgical,2022-12-07,2025-12-07,32,19.9,636.8,1096,-234,35,30.34285714285714,100.0,Critical
Laparoscopic Instrument,Graspers,Fenestrated Grasper Single Action 5mm,Sree Balaji Surgicals,2022-07-16,2026-07-16,24,219.9,5277.6,1461,-13,6,116.16666666666667,100.0,Critical
Other Instruments,Staple,Skin Staple Remover,GPC Medical,2022-07-20,2026-07-20,48,44.8,2150.4,1461,-9,5,179.0,100.0,Critical
Surgery,Retractor,Adson-Beckman Retractor Folding,B. Braun,2022-07-08,2026-07-08,41,369.9,15165.9,1461,-21,21,48.285714285714285,100.0,Critical
General,Height & Weight Scales,"Baby Weighing Scale, Salter Type (Dial), Metal Body With Trouser",3M India,2023-03-09,2026-03-09,20,109.9,2198.0,1096,-142,16,64.625,100.0,Critical
Surgery,Forceps,Crile Artery Forceps (Straight),Reckitt Benckiser,2022-06-29,2026-06-29,5,35.9,179.5,1461,-30,26,40.88461538461539,100.0,Critical
Sterilizers,Electric Autoclave,"Autoclave (13 litres) Electric, Pressure Cooker Type, Epoxy Finish",Medtronic,2023-05-18,2026-05-18,31,579.9,17976.9,1096,-72,5,125.8,100.0,Critical
Anesthesia Equipment,Bain Circuit,IndoSurgicals Bain Circuit (Child),Ambu,2022-11-19,2025-11-19,8,44.9,359.2,1096,-252,17,62.35294117647059,100.0,Critical
Anesthesia Equipment,Oxygen Mask,Oxygen Mask for Adults,Narang,2023-05-04,2026-05-04,4,19.9,79.6,1096,-86,18,50.0,100.0,Critical
Neurology Instruments,Retractor,Love Nerve Root Retractor (Set of 3),CDR MEDICAL INDUSTRIES,2022-07-24,2026-07-24,42,131.9,5539.8,1461,-5,6,128.5,100.0,Critical
Sterilizers,Non-Electric Autoclave,"Autoclave (21 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",Stryker,2023-03-04,2026-03-04,17,649.9,11048.3,1096,-147,10,63.2,100.0,Critical
Ortho Instruments,Instrument Set,"Bipolar, Austin Moore and Thompson prosthesis Instrument set",Tynor Orthotics,2022-05-16,2026-05-16,14,2016.0,28224.0,1461,-74,4,209.75,100.0,Critical
OPT Equipments,OT Tables,O.T. Table Hydraulic C-Arm Compatible with Ortho Attachment,GE Healthcare,2022-05-16,2026-05-16,34,17215.02,585310.68,1461,-74,8,115.25,100.0,Critical
Surgery,Scissors,Knapp Iris Scissors (Straight),Bard,2022-07-18,2026-07-18,33,19.9,656.7,1461,-11,12,83.08333333333333,100.0,Critical
General,Height & Weight Scales,Digital Baby Weighing Scale,Vishal Surgitech,2022-04-10,2025-04-10,47,369.9,17385.3,1096,-475,21,51.38095238095238,100.0,Critical
Surgery,Scalpel,B.P. Handle (Scalpel Handle) No. 10,Thyrocare Technologies Limited,2022-07-04,2026-07-04,13,22.4,291.2,1461,-25,17,59.411764705882355,100.0,Critical
Anesthesia Equipment,Bain Circuit,IndoSurgicals Bain Circuit (Child),ACCURATE MACHINES,2022-04-24,2025-04-24,29,44.9,1302.1,1096,-461,17,62.35294117647059,100.0,Critical
General,Height & Weight Scales,Infantometer,Bauch & Lomb,2022-07-23,2025-07-23,50,177.0,8850.0,1096,-371,13,75.23076923076923,100.0,Critical
Anesthesia Equipment,Laryngoscope,Laryngoscope Blade (Miller),Cook India,2023-02-25,2026-02-25,1,39.2,39.2,1096,-154,27,35.51851851851852,100.0,Critical
Anesthesia Equipment,Artificial Resuscitator,Silicone Artificial Resuscitator (Ambu Type Bag) Child,Apollo Hospitals Enterprise Limited,2022-08-27,2025-08-27,15,79.9,1198.5,1096,-336,48,21.979166666666668,100.0,Critical
Anesthesia Equipment,Mouth Opener,Emergency Mouth Opener,Baxter,2022-10-10,2025-10-10,26,16.8,436.8,1096,-292,18,60.388888888888886,100.0,Critical
Sterilizers,Electric Autoclave,"Autoclave (40 litres) Electric, Pressure Cooker Type, Mirror Finish",Johnson & Johnson,2023-07-14,2026-07-14,24,1299.9,31197.6,1096,-15,12,64.16666666666667,100.0,Critical
General,Height & Weight Scales,"Personal weighing Scale, Analog, 130 Kg",B. Braun,2023-02-09,2026-02-09,20,112.1,2242.0,1096,-170,19,50.1578947368421,100.0,Critical
Rubber Products,Air Cushion (Invalid Air Rings),Piles Cushion (Deluxe Quality),M/S IMADE TECHNOLOGY PRIVATE LIMITED,2022-06-16,2026-06-16,43,70.8,3044.4,1461,-43,3,249.33333333333334,100.0,Critical
Lab Plasticware,Lab Bottles,Heavy Duty Vacuum Bottle (2000 ml),Wockhardt Limited,2022-06-21,2026-06-21,43,66.434,2856.662,1461,-38,5,173.6,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Emergency Oxygen Cylinder Kit,Narang,2022-12-28,2025-12-28,48,826.0,39648.0,1096,-213,37,27.27027027027027,100.0,Critical
Anesthesia Equipment,Rebreathing Bags,"Rebreathing Bag - Green Rubber, 2 Litre",Boston Scientific,2022-08-10,2025-08-10,28,16.8,470.4,1096,-353,16,67.5625,100.0,Critical
Anesthesia Equipment,Laryngoscope,IndoSurgicals Disposable Miller Type Fiber Optic Laryngoscope (Pack of 1 Blade & 1 Handle),Boston Scientific,2022-04-25,2025-04-25,12,70.0,840.0,1096,-460,23,44.69565217391305,100.0,Critical
Surgery,Scissors,Vannas Spring Scissors,Ambu,2022-04-16,2026-04-16,30,65.9,1977.0,1461,-104,12,83.08333333333333,100.0,Critical
OPT Equipments,OT Tables,O.T. Table Hydraulic C-Arm Compatible with Ortho Attachment,Trivitron Healthcare Private Limited,2022-05-23,2026-05-23,14,17215.02,241010.28,1461,-67,8,115.25,100.0,Critical
Misc Products,Brush,Twisted-Wire Surgical Instrument Lumen Cleaning Brushes,ACCURATE MACHINES,2022-07-12,2026-07-12,42,12.0,504.0,1461,-17,7,97.71428571428571,100.0,Critical
Surgery,Scissors,Cuticle Scissors (Curved),Dr. Lal PathLabs Limited,2022-05-20,2026-05-20,48,19.9,955.2,1461,-70,16,55.5,100.0,Critical
General,Height & Weight Scales,Baby Weighing Scales (Pan Type),Bard,2022-08-02,2025-08-02,44,159.3,7009.2,1096,-361,23,41.65217391304348,100.0,Critical
Surgery,Scissors,Dressing Scissors (Straight) Sharp/Sharp,Vishal Surgitech,2022-05-14,2026-05-14,21,34.9,732.9,1461,-76,14,72.35714285714286,100.0,Critical
Lab Plasticware,Micropipettes and Tips,Micropipette Tips 0-200 ul (Pack of 1000 Pcs.),Dolphin Surgical,2022-06-17,2026-06-17,39,43.542,1698.138,1461,-42,7,137.14285714285714,100.0,Critical
Lab Equipment,Laboratory Hot Plates,Laboratory Round Heating Plate with Regulator Plate,GE Healthcare,2022-05-28,2026-05-28,12,516.88,6202.56,1461,-62,8,111.875,100.0,Critical
Lab Plasticware,Lab Containers,Sample Container (Press & Fit Type),Shilpa Medicare Limited,2022-05-17,2026-05-17,41,119.77,4910.57,1461,-73,7,147.57142857142858,100.0,Critical
Ortho Aid,Cervical Splints,Cervical Collar Hard,Karl Storz,2022-04-21,2026-04-21,15,32.13,481.95,1461,-99,7,144.57142857142858,100.0,Critical
General,Resuscitator,Silicone Artificial Resuscitator (Ambu Type Bag) Infant,Intersurgical,2022-11-23,2025-11-23,46,79.9,3675.4,1096,-248,45,23.755555555555556,100.0,Critical
Surgery,Scissors,Suture Cutting Scissors,Johnson & Johnson,2022-04-05,2026-04-05,90,38.9,3501.0,1461,-115,23,41.26086956521739,100.0,Critical
Anesthesia Equipment,Nebulizer Face Mask,Nebulizer Face Mask Kit for Adults,KLS Martin India,2022-12-16,2025-12-16,20,19.9,398.0,1096,-225,28,36.857142857142854,100.0,Critical
Linen,Operation Theatre Towels,O.T Towels (6 Pcs.),Lotus Surgicals,2022-04-06,2026-04-06,37,60.69,2245.53,1461,-114,5,179.6,100.0,Critical
Surgery,Instrument Kit,NSV Kit,Arena Medical Care,2022-06-29,2026-06-29,27,123.2,3326.4,1461,-30,17,57.0,100.0,Critical
General,Cylinder,Oxygen Cylinder 10.2 Ltrs.,Arena Medical Care,2022-05-01,2025-05-01,12,843.7,10124.4,1096,-454,33,30.87878787878788,100.0,Critical
General,Height & Weight Scales,"Digital Baby Weighing Scales, Capacity 20 Kg.",Inor Medical Products Ltd,2022-12-22,2025-12-22,11,519.2,5711.2,1096,-219,19,43.473684210526315,100.0,Critical
Surgery,Forceps,Mosquito Artery Forceps Curved/Hemostatic Forceps,Becton Dickinson,2022-05-06,2026-05-06,21,29.9,627.9,1461,-84,13,56.30769230769231,100.0,Critical
General,Cylinder,Portable Oxygen Cylinder 6 liters,Johnson & Johnson,2022-08-24,2025-08-24,29,80.08,2322.32,1096,-339,48,20.666666666666668,100.0,Critical
Surgery,Instrument Kit,Midwifery Instruments Kit,AJMERA BIO-MEDICAL ENGINEERS,2022-05-26,2026-05-26,20,199.9,3998.0,1461,-64,11,76.0,100.0,Critical
Surgery,Forceps,Universal Needle Holder,Wockhardt Limited,2022-04-18,2026-04-18,38,61.6,2340.8,1461,-102,15,70.46666666666667,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Oxygen Cylinder 5.0 Ltrs.,Johnson & Johnson,2023-06-06,2026-06-06,10,778.8,7788.0,1096,-53,41,23.024390243902438,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Portable Oxygen Cylinder 6 liters,Olympus,2022-08-12,2025-08-12,10,80.08,800.8,1096,-351,48,20.666666666666668,100.0,Critical
Surgery,Instrument Kit,Gynecology Instruments Set,Baxter,2022-04-23,2026-04-23,7,179.2,1254.4,1461,-97,10,97.4,100.0,Critical
OB/GYN Instruments,Vacuum Extractor Sets - Manual,"Vacuum Extractor Set, Manual Operated",Bauch & Lomb,2022-04-08,2026-04-08,46,359.9,16555.4,1461,-112,16,62.5625,100.0,Critical
Laparoscopic Instrument,Needle Holder,Storz Type Needle Holder,Girish Surgical Works,2022-04-11,2026-04-11,26,499.9,12997.4,1461,-109,9,112.22222222222223,100.0,Critical
General,Cylinder,Emergency Oxygen Cylinder Kit,Siemens Healthineers,2022-12-21,2025-12-21,21,826.0,17346.0,1096,-220,37,27.27027027027027,100.0,Critical
Anesthesia Equipment,Nebulizer Face Mask,Nebulizer Face Mask Kit for Child,Wockhardt Limited,2022-07-12,2025-07-12,39,19.9,776.1,1096,-382,24,41.291666666666664,100.0,Critical
Anesthesia Equipment,Oxygen Mask,Oxygen Mask for Child,Tynor Orthotics,2022-04-04,2025-04-04,27,19.9,537.3,1096,-481,35,30.34285714285714,100.0,Critical
OB/GYN Instruments,Pessaries,Ring Vaginal Pessary Silicone Non Sterile (Large) - 1 Pc.,Thyrocare Technologies Limited,2022-06-08,2026-06-08,25,32.704,817.6,1461,-51,5,203.8,100.0,Critical
Hollowware,Feeding Cup,Feeding Cup (2 Pcs.),Abbott,2022-06-04,2026-06-04,12,76.9,922.8,1461,-55,4,237.75,100.0,Critical
General,Cylinder,Oxygen Cylinder 3.0 Ltrs.,Apollo Hospitals Enterprise Limited,2023-06-30,2026-06-30,8,674.96,5399.68,1096,-29,35,29.0,100.0,Critical
Surgery,Suction Units Portable,Suction Unit - ABS (20 Ltrs./Min),Wockhardt Limited,2022-07-28,2026-07-28,26,896.0,23296.0,1461,-1,24,41.125,100.0,Critical
Surgery,Forceps,Tungsten Carbide (TC) Mayo Hegar Needle Holder,KLS Martin India,2022-07-25,2026-07-25,2,189.9,379.8,1461,-4,25,42.96,100.0,Critical
Laparoscopic Instrument,Trocar with Cannula,Trocar Cannula (Brass),Fresenius,2022-06-30,2026-06-30,50,379.9,18995.0,1461,-29,5,111.6,100.0,Critical
ENT Instruments,Laryngoscope,Laryngoscope Blade (Miller),Stryker,2022-05-18,2026-05-18,21,39.2,823.2,1461,-72,27,35.51851851851852,100.0,Critical
Radiology Aid,Lead Aprons,Lead Apron (Wrap Around) Lead Equivalency 0.35mm,GE Healthcare,2022-04-29,2026-04-29,46,829.9,38175.4,1461,-91,4,163.75,100.0,Critical
Anesthesia Equipment,Laryngoscope,Fiber Optic LED Laryngoscope Set Macintosh,ACCURATE MACHINES,2023-04-18,2026-04-18,36,672.0,24192.0,1096,-102,22,47.18181818181818,100.0,Critical
Anesthesia Equipment,Anaesthesia Face Masks,"Face Mask, Size 0",Bard,2022-10-13,2025-10-13,11,19.6,215.6,1096,-289,37,29.054054054054053,100.0,Critical
Sterilizers,Non-Electric Autoclave,"Autoclave (39 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",Boston Scientific,2022-08-31,2025-08-31,23,1209.9,27827.7,1096,-332,13,55.23076923076923,100.0,Critical
Anesthesia Equipment,CPR Mask,Pocket CPR Mask,Karl Storz,2023-04-12,2026-04-12,3,31.5,94.5,1096,-108,36,29.194444444444443,100.0,Critical
Sterilizers,Formalin Chamber,Formalin Chamber (Two Trays),Inor Medical Products Ltd,2022-07-28,2025-07-28,27,377.6,10195.2,1096,-366,9,92.44444444444444,100.0,Critical
General,Height & Weight Scales,Baby Weighing Scales (Pan Type),Hindustan Surgical,2023-07-03,2026-07-03,35,159.3,5575.5,1096,-26,23,41.65217391304348,100.0,Critical
Radiology Aid,Thyroid Collar/Shield,"X-Ray Thyroid Collar, Lead Equivalency 0.50mm (BARC Approved)",Terumo,2022-05-06,2026-05-06,31,79.9,2476.9,1461,-84,8,116.75,100.0,Critical
General,Cylinder,Oxygen Cylinder 2.0 Ltrs.,Tynor Orthotics,2022-08-28,2025-08-28,31,649.0,20119.0,1096,-335,44,22.704545454545453,100.0,Critical
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Triple Wall with Air Circulating System upto 250ÂºC 216 Ltrs",Dolphin Surgical,2022-05-29,2026-05-29,19,10269.056,195112.064,1461,-61,12,81.5,100.0,Critical
Anesthesia Equipment,Laryngoscope,LED Laryngoscope Set Macintosh (1 Year Warranty),Integra,2022-06-11,2025-06-11,27,224.0,6048.0,1096,-413,31,34.54838709677419,100.0,Critical
Surgery,Skin Hooks,Cushing Dura Hook,Siemens Healthineers,2022-04-17,2026-04-17,41,61.0,2501.0,1461,-103,10,101.9,100.0,Critical
General,Cylinder,Emergency Oxygen Cylinder Kit,3M India,2023-07-02,2026-07-02,20,826.0,16520.0,1096,-27,37,27.27027027027027,100.0,Critical
General,Height & Weight Scales,MUAC Tape for Child & Adult - Deluxe Quality,CDR MEDICAL INDUSTRIES,2022-05-15,2025-05-15,40,2.1,84.0,1096,-440,25,42.4,100.0,Critical
General,Height & Weight Scales,Height Measuring Scale / Stadiometer (Deluxe Quality),GE Healthcare,2022-10-14,2025-10-14,45,164.9,7420.5,1096,-288,27,37.2962962962963,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Flow Meter with Humidifier Bottle,Wockhardt Limited,2023-05-01,2026-05-01,28,169.9,4757.2,1096,-89,43,24.41860465116279,100.0,Critical
Lab Equipment,Laboratory Water Bath,Serological Water Bath Thermostatic Controlled With Stirrer & PID Based Digital Controller cum Indicator 13 Ltrs.,Bard,2022-06-21,2026-06-21,17,3315.088,56356.496,1461,-38,10,94.4,100.0,Critical
Anesthesia Equipment,Laryngoscope,Laryngoscope LED Bulb/Lamp,SISCO ,2022-05-08,2025-05-08,22,4.0,88.0,1096,-447,27,36.407407407407405,100.0,Critical
General,Height & Weight Scales,Baby Weighing Scales (Pan Type),CDR MEDICAL INDUSTRIES,2023-02-04,2026-02-04,35,159.3,5575.5,1096,-175,23,41.65217391304348,100.0,Critical
Linen,Lab Coat,"Female Lab Coat (Length 28"")",Intersurgical,2022-07-13,2026-07-13,1,49.9,49.9,1461,-16,6,127.66666666666667,100.0,Critical
Sterilizers,Instrument Sterilizer,"Instrument Sterilizer Electric SS 304 Grade (Size 12"" x 6"" x 5"")",Wockhardt Limited,2022-09-04,2025-09-04,35,679.9,23796.5,1096,-328,10,88.7,100.0,Critical
Sterilizers,Autoclave Accessories,Autoclave Heating Element,Dolphin Surgical,2022-12-20,2025-12-20,40,64.9,2596.0,1096,-221,8,72.75,100.0,Critical
Other Instruments,Mask,Nebulizer Face Mask Kit for Adults,Stryker,2022-06-14,2026-06-14,46,19.9,915.4,1461,-45,28,36.857142857142854,100.0,Critical
General,Height & Weight Scales,Height Measuring Scale with Mechanical Weighing Scale,Trivitron Healthcare Private Limited,2023-01-22,2026-01-22,4,271.4,1085.6,1096,-188,22,47.77272727272727,100.0,Critical
Lab Equipment,Medium Centrifuge,"Medium Centrifuge With Timer Auto Stop model, 12 x 5ml",Johnson & Johnson,2022-04-14,2026-04-14,43,1493.998,64241.914,1461,-106,5,206.6,100.0,Critical
Anesthesia Equipment,Artificial Resuscitator,Silicone Artificial Resuscitator (Ambu Type Bag) Adult,Intersurgical,2023-07-17,2026-07-17,50,89.9,4495.0,1096,-12,37,27.135135135135137,100.0,Critical
Opthalmology Instruments,Speculum,Barraquer Wire Speculum,Becton Dickinson,2022-05-16,2026-05-16,46,14.9,685.4,1461,-74,5,134.8,100.0,Critical
Anesthesia Equipment,Oxygen Mask,Oxygen Mask for Adults,Trivitron Healthcare Private Limited,2022-05-05,2025-05-05,24,19.9,477.6,1096,-450,18,50.0,100.0,Critical
General,Height & Weight Scales,"Digital Baby/Child Weighing Machine, Capacity 20 Kg.",Fortis Healthcare Limited,2022-10-04,2025-10-04,22,566.4,12460.8,1096,-298,15,67.2,100.0,Critical
General,Cylinder,Oxygen Cylinder 10.2 Ltrs.,Bauch & Lomb,2022-04-15,2025-04-15,20,843.7,16874.0,1096,-470,33,30.87878787878788,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Flow Meter with Humidifier Bottle,Integra,2023-01-10,2026-01-10,44,169.9,7475.6,1096,-200,43,24.41860465116279,100.0,Critical
Anesthesia Equipment,Laryngoscope,Laryngoscope Blade (Macintosh),Apollo Hospitals Enterprise Limited,2022-10-18,2025-10-18,41,39.2,1607.2,1096,-284,22,46.0,100.0,Critical
Linen,Operation Theatre Towels,O.T Towels (6 Pcs.),HI-TECH LAB PRODUCTS,2022-05-31,2026-05-31,50,60.69,3034.5,1461,-59,5,179.6,100.0,Critical
Anesthesia Equipment,Oxygen Mask,Oxygen Mask for Child,GPC Medical,2022-04-26,2025-04-26,11,19.9,218.9,1096,-459,35,30.34285714285714,100.0,Critical
Radiology,Catheter,Angiographic catheter,Wockhardt Limited,2022-06-16,2026-06-16,32,765.5,24496.0,1461,-43,7,139.14285714285714,100.0,Critical
Surgery,Suction Units Electric,Suction Unit - MS (125 Ltrs./Min),Abbott,2022-06-11,2026-06-11,21,7899.9,165897.9,1461,-48,22,43.31818181818182,100.0,Critical
Surgery,Retractor,Retractor Casper & Cloward with 10 Blade,Hindustan Surgical,2022-07-15,2026-07-15,17,1598.9,27181.3,1461,-14,16,66.4375,100.0,Critical
Surgery,Scissors,Episiotomy Scissors,Olympus,2022-05-16,2026-05-16,43,45.9,1973.7,1461,-74,25,40.24,100.0,Critical
Surgery,Scissors,Supercut Metzenbaum Scissor (Curved) with Black Handle,Johnson & Johnson,2022-07-13,2026-07-13,11,112.0,1232.0,1461,-16,10,104.3,100.0,Critical
General,Stethoscope,IndoSurgicals Silvery III Stethoscope,Reckitt Benckiser,2023-05-26,2026-05-26,44,159.9,7035.6,1096,-64,21,51.19047619047619,100.0,Critical
Lab Plasticware,Racks & Stands,Nestler Cylinder Stand (Pack of 6 Pcs.),Dolphin Surgical,2022-04-26,2026-04-26,41,126.968,5205.688,1461,-94,7,150.71428571428572,100.0,Critical
Sterilizers,Non-Electric Autoclave,"Autoclave (13 litres) Non-Electric, Pressure Cooker Type, Mirror Finish",Fortis Healthcare Limited,2023-05-25,2026-05-25,15,479.9,7198.5,1096,-65,14,70.42857142857143,100.0,Critical
General,Cylinder,Flow Meter with Humidifier Bottle,Romsons Group Of Industries,2022-08-04,2025-08-04,20,169.9,3398.0,1096,-359,43,24.41860465116279,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Oxygen Cylinder 46.7 Ltrs.,Siemens Healthineers,2022-11-23,2025-11-23,36,1661.44,59811.84,1096,-248,44,23.818181818181817,100.0,Critical
Linen,Hospital Uniform,"IndoSurgicals Scrub Suit for Doctors, Unisex, Poly Cotton (Light Sky Blue)",Inor Medical Products Ltd,2022-06-10,2026-06-10,38,69.9,2656.2,1461,-49,13,66.76923076923077,100.0,Critical
Surgery,Suction Units Electric,Suction Unit - MS (125 Ltrs./Min),Fortis Healthcare Limited,2022-06-03,2026-06-03,29,7899.9,229097.1,1461,-56,22,43.31818181818182,100.0,Critical
General,Resuscitator,Silicone Artificial Resuscitator (Ambu Type Bag) Child,AJMERA BIO-MEDICAL ENGINEERS,2023-04-11,2026-04-11,27,79.9,2157.3,1096,-109,48,21.979166666666668,100.0,Critical
General & Laparoscopic Surgery,Suture,Vicryl suture,Thyrocare Technologies Limited,2022-04-22,2026-04-22,24,56.6,1358.4,1461,-98,12,87.08333333333333,100.0,Critical
Anesthesia Equipment,Oxygen Cylinder & Regulators,Oxygen Cylinder 2.0 Ltrs.,KLS Martin India,2022-12-07,2025-12-07,17,649.0,11033.0,1096,-234,44,22.704545454545453,100.0,Critical
Lab Equipment,Hot Air Sterilizers,"Hot Air Sterilizer, Double Wall , Universal Type, Upto 250ÂºC 27 Ltrs SS Chambers",Stryker,2022-05-06,2026-05-06,2,2255.232,4510.464,1461,-84,8,130.75,100.0,Critical
